ID,type,group_num,group_weight,target_type,initial_time,initial_num,activite_range,time_gap,level_range,target_range,robot_sleep_rule1,robot_sleep_rule2_time,robot_sleep_rule2_target
INT,INT,INT,INT,INT,INT_ARRAY,INT_ARRAY,INT_ARRAY,INT_ARRAY,INT_ARRAY,INT_ARRAY,INT_ARRAY,INT_ARRAY,STRING
#,机器人类型（1.普通；2.俱乐部）,机器人组号,机器人组内权重,目标类型（1.关卡;2.收集物）,首次开始行动条件（秒）,首次生成机器人时的初始积分,行动次数区间（左开右闭，最左侧从0开始，最右侧为无限大）,与行动次数区间对应的行动间隔（每个次数区间对应两个值，表示下限和上限；不同区间之间用;分隔）0到1 若有开始行动等待时间则按照开始等待时间来算,与行动次数区间对应的关卡步长（每个次数区间对应两个值，表示下限和上限；不同区间之间用;分隔）,单关产生的收集物范围,收集目标大于等于排名最高玩家该值时休眠,活动时间占比（机器人初始化到活动结束时时间占比）,时间分段对应的目标获取上限
2113,1,2114,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|4,"{4|6,4|6}"
2114,1,2114,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|4|4|4,"{2|4,0|0,2|4,2|4}"
2115,1,2114,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|3|4|4,"{2|4,2|4,0|0,2|4}"
2116,1,2114,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|3|5,"{4|6,0|0,4|6}"
2117,1,2114,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|5|3,"{4|6,0|0,4|6}"
2118,1,2114,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|4|4|4,"{2|4,0|0,2|4,2|4}"
2119,1,2114,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|5|3|5,"{2|4,0|0,2|4,2|4}"
2120,1,2114,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|3|5,"{4|6,0|0,4|6}"
2121,1,2121,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|5|3|4,"{13|15,0|0,14|16,15|17}"
2122,1,2121,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|5|3|3|5,"{15|17,0|0,14|16,0|0,13|15}"
2123,1,2121,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|3|4|3|5,"{15|17,0|0,14|16,0|0,15|17}"
2124,1,2121,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|5|4|3,"{15|17,15|17,0|0,13|15}"
2125,1,2121,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|3,"{23|25,22|24}"
2126,1,2121,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|4|5|5|3,"{13|15,0|0,15|17,0|0,15|17}"
2127,1,2121,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|5,"{21|23,23|25}"
2128,1,2121,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|5,"{21|23,23|25}"
2129,1,2121,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|3|4|5|5|5|3,"{10|12,0|0,11|13,0|0,11|13,0|0,10|12}"
2130,1,2121,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|5|3|3|3,"{11|13,11|13,10|12,0|0,10|12}"
2131,1,2121,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|4|4|5|3|5|4|4|5,"{6|8,0|0,6|8,6|8,0|0,6|8,6|8,0|0,6|8}"
2132,1,2121,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|4|4|3,"{15|17,0|0,15|17,14|16}"
2133,1,2121,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|5|3|3|5|4,"{11|13,0|0,11|13,11|13,0|0,11|13}"
2134,1,2121,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|3|5|3,"{11|13,11|13,10|12,11|13}"
2135,1,2121,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|5|3|4|4,"{10|12,10|12,11|13,0|0,10|12}"
2136,1,2121,10,1,90|300,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|5|5|4|4|4|4|5|3,"{7|9,0|0,6|8,0|0,6|8,7|9,7|9,0|0,6|8}"
2137,1,2121,10,1,90|300,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|4|4|3|5|5|3,"{6|8,7|9,7|9,6|8,0|0,6|8,6|8}"
2138,1,2121,10,1,90|300,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|4|5|5|3|5|4|3|3|5,"{6|8,0|0,7|9,0|0,6|8,0|0,6|8,6|8,0|0,6|8}"
2139,1,2121,10,1,90|300,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|5|3|4|4|3|5|5,"{7|9,0|0,8|10,0|0,8|10,7|9,0|0,7|9}"
2140,1,2121,10,1,90|300,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|4|5|5|5|5,"{7|9,8|10,0|0,8|10,7|9,8|10}"
2141,1,2122,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|3|3,"{9|11,9|11,10|12}"
2142,1,2122,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|5,"{14|16,13|15}"
2143,1,2122,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|4,"{15|17,15|17}"
2144,1,2122,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|5|4|4,"{10|12,10|12,0|0,9|11}"
2145,1,2122,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|4|3|4,"{10|12,0|0,9|11,10|12}"
2146,1,2122,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|3|5|3|3,"{10|12,0|0,9|11,0|0,9|11}"
2147,1,2122,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|3|5|3,"{9|11,10|12,0|0,10|12}"
2148,1,2122,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|5|4,"{14|16,0|0,13|15}"
2149,1,2122,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|5,"{13|15,13|15}"
2150,1,2122,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|5|5,"{14|16,0|0,13|15}"
2151,1,2122,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|5|5|3|4,"{6|8,7|9,0|0,7|9,7|9}"
2152,1,2122,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|3|4|4|4|5,"{6|8,6|8,0|0,6|8,0|0,7|9}"
2153,1,2122,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|5|3|4|5|5|5,"{6|8,0|0,7|9,0|0,6|8,0|0,7|9}"
2154,1,2122,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|5|3,"{13|15,0|0,15|17}"
2155,1,2122,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|5|5|4|4,"{9|11,0|0,10|12,0|0,9|11}"
2156,1,2122,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|3,"{15|17,15|17}"
2157,1,2122,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|5|3|5,"{10|12,0|0,9|11,10|12}"
2158,1,2122,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|5|4|4|5,"{10|12,0|0,10|12,0|0,10|12}"
2159,1,2122,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|5|4|4|4|4,"{6|8,6|8,0|0,6|8,0|0,6|8}"
2160,1,2122,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|5|5,"{9|11,10|12,9|11}"
2161,1,2123,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,4|4|5|4|5,"{6|8,0|0,7|9,0|0,7|9}"
2162,1,2123,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,5|5|5,"{10|12,0|0,11|13}"
2163,1,2123,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,5|4,"{10|12,10|12}"
2164,1,2123,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,4|3,"{10|12,10|12}"
2165,1,2123,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,4|5|5,"{10|12,0|0,10|12}"
2166,1,2123,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,4|4|3,"{6|8,6|8,7|9}"
2167,1,2123,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,3|5|3,"{11|13,0|0,10|12}"
2168,1,2123,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,3|5|3,"{6|8,7|9,6|8}"
2169,1,2123,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,5|4|5|4,"{6|8,0|0,6|8,6|8}"
2170,1,2123,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,4|4,"{10|12,11|13}"
2171,1,2123,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,3|5|5,"{11|13,0|0,10|12}"
2172,1,2123,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,4|3|3|5|3,"{7|9,0|0,7|9,0|0,7|9}"
2173,1,2123,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,4|4,"{11|13,11|13}"
2174,1,2123,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,4|3,"{11|13,10|12}"
2175,1,2123,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,4|5|4,"{11|13,0|0,11|13}"
2176,1,2123,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,5|4,"{11|13,11|13}"
2177,1,2123,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,5|4|3,"{10|12,0|0,10|12}"
2178,1,2123,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,4|3|4,"{10|12,0|0,10|12}"
2179,1,2123,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,5|4|5|4,"{7|9,7|9,0|0,6|8}"
2180,1,2123,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,1|30,4|5|5,"{11|13,0|0,11|13}"
2181,1,2124,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|4|3,"{4|6,0|0,4|6}"
2182,1,2124,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|5|4,"{2|4,2|4,2|4}"
2183,1,2124,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|3|4,"{4|6,0|0,4|6}"
2184,1,2124,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|3|4|4,"{2|4,2|4,0|0,2|4}"
2185,1,2124,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|4,"{4|6,4|6}"
2186,1,2124,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|3|5,"{2|4,2|4,2|4}"
2187,1,2124,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|5,"{4|6,4|6}"
2188,1,2124,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|3|4|4,"{2|4,2|4,0|0,2|4}"
2189,1,2124,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|5|3,"{4|6,0|0,4|6}"
2190,1,2124,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|3|5|4|3,"{2|4,0|0,2|4,0|0,2|4}"
2191,1,2124,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|5|4|5,"{2|4,0|0,2|4,2|4}"
2192,1,2124,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|5|5,"{4|6,0|0,4|6}"
2193,1,2124,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|4|5|4,"{2|4,2|4,0|0,2|4}"
2194,1,2124,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|4|4|4,"{2|4,0|0,2|4,2|4}"
2195,1,2124,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|5|5|4|5,"{2|4,0|0,2|4,0|0,2|4}"
2196,1,2124,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|3|4,"{4|6,0|0,4|6}"
2197,1,2124,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|4|4|4,"{2|4,2|4,0|0,2|4}"
2198,1,2124,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|3|5,"{4|6,0|0,4|6}"
2199,1,2124,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|3|5|5,"{2|4,2|4,0|0,2|4}"
2200,1,2124,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|5|3,"{4|6,0|0,4|6}"
2201,1,2131,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|5|3|4|5|3|4,"{6|8,6|8,0|0,7|9,6|8,6|8,6|8}"
2202,1,2131,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,4|4|3|4|3|5|4|4|4|3,"{6|8,0|0,7|9,0|0,7|9,6|8,0|0,7|9,0|0,6|8}"
2203,1,2131,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|4|4|5|3,"{15|17,0|0,13|15,0|0,13|15}"
2204,1,2131,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|4|4|5|5,"{8|10,7|9,8|10,8|10,7|9}"
2205,1,2131,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,4|3|3|3|5|3|3|4|4,"{7|9,7|9,7|9,0|0,6|8,0|0,6|8,0|0,6|8}"
2206,1,2131,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|4|3|3|4|3|4|5|5|3,"{7|9,0|0,6|8,0|0,6|8,0|0,7|9,6|8,0|0,7|9}"
2207,1,2131,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,4|4|4,"{23|25,0|0,22|24}"
2208,1,2131,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|5|3|4|4|5|4|4|5,"{8|10,0|0,8|10,0|0,8|10,0|0,8|10,0|0,7|9}"
2209,1,2131,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,4|4|5|3|5|5|3,"{8|10,0|0,7|9,7|9,7|9,0|0,7|9}"
2210,1,2131,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|3|5|5|4|3|3|3,"{6|8,6|8,6|8,7|9,0|0,6|8,0|0,7|9}"
2211,1,2131,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|5|4|3|3|3,"{11|13,0|0,10|12,0|0,10|12,11|13}"
2212,1,2131,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,4|3|4|4|3|3|5|5,"{8|10,0|0,8|10,0|0,7|9,0|0,8|10,7|9}"
2213,1,2131,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|5|3|5|4|3|5|3|4|3,"{7|9,0|0,7|9,0|0,7|9,0|0,7|9,0|0,6|8,6|8}"
2214,1,2131,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|3,"{23|25,22|24}"
2215,1,2131,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|3|5|5,"{15|17,15|17,0|0,15|17}"
2216,1,2131,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|5|4,"{15|17,13|15,15|17}"
2217,1,2131,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|5|5|3|4|4,"{11|13,11|13,0|0,11|13,0|0,10|12}"
2218,1,2131,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|3|3|5|5|5|3|4,"{8|10,0|0,7|9,8|10,0|0,7|9,0|0,8|10}"
2219,1,2131,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,4|4|3|3,"{14|16,0|0,14|16,13|15}"
2220,1,2131,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|5,"{22|24,22|24}"
2221,1,2132,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|3|3|4|3|5,"{7|9,0|0,7|9,0|0,7|9,7|9}"
2222,1,2132,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|5|4|4,"{9|11,0|0,10|12,9|11}"
2223,1,2132,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,4|5|5|4|3,"{9|11,0|0,10|12,0|0,10|12}"
2224,1,2132,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,4|4,"{13|15,13|15}"
2225,1,2132,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|5|3,"{10|12,9|11,9|11}"
2226,1,2132,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|3|4|5,"{9|11,0|0,9|11,9|11}"
2227,1,2132,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,4|3|5,"{15|17,0|0,13|15}"
2228,1,2132,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|4|3|4,"{10|12,9|11,0|0,10|12}"
2229,1,2132,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|5|4|5,"{7|9,6|8,7|9,7|9}"
2230,1,2132,10,1,30|60,5|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|4|5|3,"{9|11,10|12,0|0,10|12}"
2231,1,2132,10,1,30|60,3|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|3|3|4,"{9|11,0|0,9|11,9|11}"
2232,1,2132,10,1,30|60,3|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,4|3|3|4,"{10|12,0|0,10|12,10|12}"
2233,1,2132,10,1,30|60,3|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|5,"{13|15,13|15}"
2234,1,2132,10,1,30|60,3|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|3|5|5|5|4,"{6|8,6|8,0|0,7|9,0|0,7|9}"
2235,1,2132,10,1,30|60,3|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|3|3,"{9|11,9|11,9|11}"
2236,1,2132,10,1,30|60,1|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|4|4|4|5,"{9|11,0|0,10|12,0|0,9|11}"
2237,1,2132,10,1,30|60,1|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|5,"{13|15,13|15}"
2238,1,2132,10,1,30|60,1|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|3|3|4,"{10|12,0|0,10|12,9|11}"
2239,1,2132,10,1,30|60,1|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,4|3|4,"{13|15,0|0,13|15}"
2240,1,2132,10,1,30|60,1|10,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,4|3|5|5|4,"{9|11,0|0,9|11,0|0,10|12}"
2241,1,2133,10,1,30|60,1|3,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|5|5|4|4,"{7|9,0|0,7|9,0|0,6|8}"
2242,1,2133,10,1,30|60,1|3,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|5|4|4|4,"{6|8,0|0,7|9,0|0,6|8}"
2243,1,2133,10,1,30|60,1|3,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|5|5,"{11|13,0|0,11|13}"
2244,1,2133,10,1,30|60,1|3,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,4|3,"{11|13,10|12}"
2245,1,2133,10,1,30|60,1|3,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,4|5|4,"{11|13,0|0,11|13}"
2246,1,2133,10,1,30|60,1|3,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|4|4,"{11|13,0|0,11|13}"
2247,1,2133,10,1,30|60,1|3,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|4,"{11|13,11|13}"
2248,1,2133,10,1,30|60,1|3,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|4|3,"{11|13,0|0,11|13}"
2249,1,2133,10,1,30|60,1|3,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|5|4|5,"{7|9,0|0,6|8,7|9}"
2250,1,2133,10,1,30|60,1|3,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|3|5|4|5,"{7|9,0|0,7|9,0|0,6|8}"
2251,1,2133,10,1,30|60,1|3,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|4|4|3|3,"{7|9,0|0,7|9,0|0,7|9}"
2252,1,2133,10,1,30|60,1|3,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|3,"{11|13,10|12}"
2253,1,2133,10,1,30|60,1|3,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|4|4,"{10|12,0|0,11|13}"
2254,1,2133,10,1,30|60,1|3,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|4|4,"{10|12,0|0,10|12}"
2255,1,2133,10,1,30|60,1|3,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|3|4|3|3,"{6|8,0|0,7|9,0|0,7|9}"
